topicId,rank,docId,filename
10,7,8,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Desnos_ThePunishmentsOfHell.txt
10,8,6,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/BunuelDali_UnChienAndalou.txt
10,9,5,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_TheExquisiteCorpseItsExaltation.txt
10,10,4,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_Nadja.txt
10,11,2,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_ManifestoesOfSurrealism.txt
11,0,7,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Crevel_Babylon.txt
11,1,4,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_Nadja.txt
11,2,2,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_ManifestoesOfSurrealism.txt
11,3,5,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_TheExquisiteCorpseItsExaltation.txt
11,4,11,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Peret_DeathToThePigs.txt
11,5,10,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Eluard_ShadowAndSun.txt
11,6,9,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Eluard_LettersToGala.txt
11,7,8,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Desnos_ThePunishmentsOfHell.txt
11,8,6,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/BunuelDali_UnChienAndalou.txt
11,9,3,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_MiscellaneousPoetry.txt
11,10,1,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/BretonSoupault_TheMagneticFields.txt
11,11,0,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Aragon_ParisPeasant.txt
12,0,2,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_ManifestoesOfSurrealism.txt
